author,published_at,updated_at,like_count,text
@user-ij8vc9px6e,2024-01-07T17:47:52Z,2024-01-07T20:37:38Z,0,"<a href=""https://www.youtube.com/watch?v=Sbjsg3AFx00&amp;t=5740"">1:35:40</a> blunder ikut pemilu <a href=""https://www.youtube.com/watch?v=Sbjsg3AFx00&amp;t=15198"">4:13:18</a> berapakali wir...<br>Eh mirip ratu roasting"
@Berocity,2024-01-07T17:47:10Z,2024-01-07T17:47:10Z,0,DEBAT BABAK BELUR 😂🤣🤣🤣🤣
@user-pz9tw1xi6z,2024-01-07T17:47:04Z,2024-01-07T17:47:04Z,67,"Menurut saya,  tujuan debat adalah untuk mengetahui karakter asli calon presiden, karna disaat terdesak disitulah wujud asli manusia akan terlihat"
@akalsehat4753,2024-01-07T17:47:01Z,2024-01-07T17:47:01Z,3,MANA ADA ETIKA ANIS SALAMAN AJA KAGAK ITU ORANG KACANG LUPA KULITNYA KALAU LAGI BUTUH DOANG DEKAT NYA🤣
@sendyatb929,2024-01-07T17:46:56Z,2024-01-07T17:46:56Z,2,pa anis.  bener2.   membawa.   perasaan. rakyat.
@airputih6424,2024-01-07T17:46:44Z,2024-01-07T17:46:44Z,0,Bagi saya Prabowo<br>SQ kurang<br>EQ kurang<br>IQ  Cukup
@sarmadisarmadi5604,2024-01-07T17:46:35Z,2024-01-07T17:46:35Z,1,Pak anis solusinya untuk perubahan.... Enggak woowoo lagi... Itu kata pak dejokowi...
@agungrhamadan5874,2024-01-07T17:46:23Z,2024-01-07T17:46:23Z,3,"Dulu saya punya pemikiran.. Yang penting jangan PASLON 01. Tp setelah debat kali ini, yang penting jgn PASLON 02. Ngeri banget :("
@pnpindonesia,2024-01-07T17:46:15Z,2024-01-07T17:46:15Z,0,sorry yeee
@fadlykhumaini175,2024-01-07T17:46:01Z,2024-01-07T17:46:01Z,162,Insyaallah siap mengikuti pilihan ijtima ulama yaitu &quot;AMIN&quot; 01. Untuk mnjadi Presiden dn wakil presiden 2024<br>سمعنا و عطعنا
@BisnisSaya-dd4hb,2024-01-07T17:45:41Z,2024-01-07T17:45:41Z,0,Pak Prabowo sedang menasehati dirinya sendiri
@samuelharianja1469,2024-01-07T17:45:39Z,2024-01-07T17:45:39Z,8,"WOY BANYAK BGT BUZZER NYA ANIS, DI SHORT YT JUGA BANYAK BGT, DI VIDEO2 YG GA NYAMBUNG JUGA BANYAK KOMENAN SAMPAH BUZZERNYA"
@AniesMuhaimin-2024,2024-01-07T17:45:31Z,2024-01-07T17:45:31Z,61,"Bicara Pertahanan Domainnya Pak Prabowo, Tapi Malah Kena &quot;tembak&quot; Berkali kali. Seperti: &quot;Sudah 5 Tahun Menjbat Ngapain Aja, Kok baru mau akan&quot;, Berikutnya, Semua data yang dibeber Paslon 3, tidak dijawab dengan lugas&quot;, Lanjutpada Pembahasan Pesawat Bekas: daripada pembelian pesawat bekas, menurut Andika Perkasa sebaiknya lakukan saja retrovit (Pembaharuan perangkat dan peremajaan Alutsista yang sekarang parkir tidak terpakai) rasanya lebih masuk akal. Menjadikan Indonesia Kuat, Tangguh, serta Lebih Berkelas di Mata Dunia, Butuh Perubahan.!!!"
@ajinurwahid8709,2024-01-07T17:45:26Z,2024-01-07T17:45:26Z,0,BUZERNYA BANYAK AMAT 😂
@Ryoo1997,2024-01-07T17:45:22Z,2024-01-07T17:45:22Z,145,"Keliatan banget prabowo disini anti kritik, btw di debat ini saya awal nya mendukung 02 akan pindah ke 01 👍"
@gun703,2024-01-07T17:45:09Z,2024-01-07T17:45:09Z,0,Hanya prabowo yg gk punya gelar nama
@latifofficialchannel8709,2024-01-07T17:45:06Z,2024-01-07T17:45:06Z,0,01 bales dendam untuk wakilnya
@akalsehat4753,2024-01-07T17:44:33Z,2024-01-07T17:44:33Z,40,"No 1 kasih pertanyaan ke no 3,nanyain kerja no 2🤣<br><br>bersama anies kita buka rahasia negara demi perubahan🤣🤣"
@dodikelvin5054,2024-01-07T17:44:26Z,2024-01-07T17:44:26Z,0,ITU PENONTON GK BISA TENANG AJ AP SIH.BIASA AJA GTU 😅
@pangeran.antasari2867,2024-01-07T17:43:56Z,2024-01-07T17:43:56Z,0,SATU PILIHAN NO.1 UNTUK PERUBAHAN ANIES - MUHAIMIN 2024 ☝🏻 THE BEST CHOICE
@user-we6ll7os2p,2024-01-07T17:43:44Z,2024-01-07T17:43:44Z,0,Baiklah perbedaan yang menjaga oreantasi. Jangan sampai toleransi melebihi apa yang seharus nya menjadi dasar ukhwah islami
@natanaelmulyawan5662,2024-01-07T17:43:21Z,2024-01-07T17:43:21Z,1,Anies omon omon trus pelaksanaan nol
@dijelee4925,2024-01-07T17:43:17Z,2024-01-07T17:43:17Z,0,Kesian ama pak prabowo... baru enggeuh  cara berjalan bliau pas kelar acara. Ternyata sudah gk segagah dulu... kesian jg wajah lelah dan kena mental debat x ini.... Sehat2 Pak...
@arifinanrdzt,2024-01-07T17:42:59Z,2024-01-07T17:42:59Z,0,Pak wowo kenapa si emosian amat
@ridwanteknisicctv6453,2024-01-07T17:42:52Z,2024-01-07T17:42:52Z,2,01 dan 03 kayak emak2 ngerumpi kasih nilai tetangganya 😂😂😂😂😂😂😂😂
@ribkaxena6375,2024-01-07T17:42:45Z,2024-01-07T17:42:45Z,0,"Kalo mau tau gambaran capres capres ini kedepannya gimana, lihat aja hasil mereka sebelum mengajukan jadi capres😊"
@sendyatb929,2024-01-07T17:42:28Z,2024-01-07T17:42:28Z,0,kejujuran.   di pemilu ini.        harus.  di kawal ketat.  mba nana
@yudha1245,2024-01-07T17:42:24Z,2024-01-07T17:42:24Z,5,Insaallah prabowo menang 1putaran ❤
@haikaljamal621,2024-01-07T17:42:18Z,2024-01-07T17:42:18Z,1,"Malam ini pak anies dan pak ganjar terlalu op untuk melawan 02😂..saya selaku pendukung paslon 01 mengajak pendukung paslon 03 untuk bergabung diputaran kedua.. Gimana..?😂entah yang masuk putaran kedua paslon 01 atau paslon 03...tapi kita bergabung untuk menggulingkan rezim yang bercokol di paslon 02..gimana..?? <a href=""http://www.youtube.com/results?search_query=%23asalbukanprabowo"">#AsalBukanPrabowo</a> .."
@putra_Firmanda,2024-01-07T17:42:03Z,2024-01-07T17:42:03Z,0,"Prabowo sudah kena mental dr awal, kalah telak pak prabowo"
@fuadabday,2024-01-07T17:41:48Z,2024-01-07T17:41:48Z,0,Harusnya Ahok ada diposisi ini 😢
@dialmaulidiah8152,2024-01-07T17:41:43Z,2024-01-07T17:41:43Z,0,salfok sama akua..
@nurwachidsukahar313,2024-01-07T17:41:43Z,2024-01-07T17:41:43Z,0,ANDA INI MENHAM APA PETANI JAGUNG TO PAK PRABOWO?  MASAK LAWAN GANJAR PRANOWO &amp; ANIES BASWEDAN YANG CUMA GUBENUR PROVINSI AJA JAWABNYA BINGUN SEMUANYA 😬
@semangatbangsa3410,2024-01-07T17:41:28Z,2024-01-07T17:41:28Z,1,"Betul kata mbak nana, saya pun melihat pak ganjar memang lebih menarik di debat ketiga ini. Seperti jokowi yg sangat mempesona saat kampanye dan debat capres. Tapi yg disayangkan jika dia jadi presiden hanyalah boneka nenek lampir. Seperti yg sudah pernah berlaku pada jokowi dan ganjar saat memimpin semarang."
@damzsandoval8514,2024-01-07T17:41:21Z,2024-01-07T17:41:21Z,24,"Semua Pertanyaan dijawab sangat logic dari prabowo.....saya sangat setuju dengan jawabannya mudah dicerna, di pahami dan msuk logika baik scara akademis maupun non akademis. Decision maker dari prabowo sangat tepat demi kepentingan rakyat dan negara. Semangat pak probowo untuk kemajuan indonesia lebih baik 🔥🔥🔥🔥🔥"
@ilvinnurlaily9549,2024-01-07T17:41:20Z,2024-01-07T17:41:20Z,8,01 &amp; 03 hari ini MVP BRAVOOO 🎉🎉🎉
@user-we6ll7os2p,2024-01-07T17:41:20Z,2024-01-07T17:41:20Z,0,1 teguh:&#39; teguh kan lah sumber mu agar argumen mu tidak salah dalam berorenantasi
@Dublyn70,2024-01-07T17:41:19Z,2024-01-07T18:16:19Z,2,"Masih ingat ketika pak anis bilang lg bangun lab yg bisa test ribuan spesimen corona tapi wujud nya ga klihatan jago teori tp ga bisa kerja,gmna cerita nya mau bangun cyber security tp tetap suka sama Statement pak Anies yg blak2an soal Etik nya prabono😂😂😂<br>Pak prabono emosian hilang ke gemoyan ny mlm ini,udah deh kalau yg ini ga usah dipilih.<br>Lebih baik GANJAR lebih realistis"
@adeirnaridayani4584,2024-01-07T17:41:05Z,2024-01-07T17:41:05Z,0,"Begitu diserang balik pucet😅, mantappp No.1 dan No.3 ❤❤"
@fudinzet,2024-01-07T17:41:03Z,2024-01-07T17:41:03Z,0,"Pak Anies memang terbaik<br><a href=""http://www.youtube.com/results?search_query=%23aminajadulu"">#AMINAjaDulu</a>"
@suhartonowijaya7303,2024-01-07T17:40:22Z,2024-01-07T17:40:22Z,0,"<a href=""https://www.youtube.com/watch?v=Sbjsg3AFx00&amp;t=14124"">3:55:24</a> Sombong bener.... 🤣🤣✌✌"
@purnomoaji7645,2024-01-07T17:40:10Z,2024-01-07T17:40:10Z,3,Seharusnya Prabowo bisa pegang kendali ketika bicara soal pertahanan tapi sayang sifat emosional itu jadi senjata makan tuan ketika tidak mampu memberikan jawaban kepada setiap pertanyaan Paslon 1 dan 3...di era informasi yang semakin terbuka harusnya setiap hal adalah berdasarkan data bukan asumsi apalagi ngajak ngopi... asal tau saja bahwa presiden itu adalah panglima tertinggi yang jika dalam keadaan genting dituntut untuk membuat keputusan yang tepat atas dasar pertimbangan data ilmiah...
@byanizam,2024-01-07T17:40:03Z,2024-01-07T17:40:03Z,0,Gw rasa prabowo perlu ikut jejak teman2 nya.. Bermain di balik layar.. Seperti (megawati dan surya paloh)  biar yg punya ide gagasan yg maju. <br><br> Kasian klo liat gini (lawannya muda2) dia paling tua..
@luminousDsoel,2024-01-07T17:39:40Z,2024-01-07T17:39:40Z,0,Si paling Ambisius gila
@user-wt8zd3ji7h,2024-01-07T17:39:37Z,2024-01-07T17:39:37Z,1,Asli jenius bapak anies
@runtahdollar6119,2024-01-07T17:39:30Z,2024-01-07T17:39:30Z,11,"Teori Terbaik nya sudah di jelaskan oleh pak anis dan sangat Masuk akal sekali, tinggal beri kesempatan dia supaya bisa Mempraktekan nya ketika nanti menjadi Presiden R1.<br>Mari Kita Pilih AMIN...."
@JejeSaduttt,2024-01-07T17:39:26Z,2024-01-07T17:39:26Z,3,ini debat apa tanya jawab???
@Firman_chanel745,2024-01-07T17:39:12Z,2024-01-07T17:39:12Z,0,Tetap Prabowo kerja nyata dan banyak prestasi
@notonegoro0052,2024-01-07T17:39:07Z,2024-01-07T17:39:07Z,0,kenapa gak di telepon ordal nya prabowo plus isteri beliau gak adil tuh mbak nana
@user-cf5fy2gd1e,2024-01-07T17:38:54Z,2024-01-07T17:38:54Z,1,Apapun yg di debatinnya nantinya mh gitu gitu aja
@nailaelvina7375,2024-01-07T17:38:49Z,2024-01-07T17:38:49Z,1,"<a href=""http://www.youtube.com/results?search_query=%23asaljanganprabowo"">#asaljanganprabowo</a>"
@DHN252,2024-01-07T17:38:48Z,2024-01-07T17:38:48Z,6,ALL IN PRABOWO MUSNAHKAN JANJI PULSA✌️
@udinlamidun9716,2024-01-07T17:38:44Z,2024-01-07T17:38:44Z,1,Hilirisasi mulu. Gak guna😅
@user-we6ll7os2p,2024-01-07T17:38:43Z,2024-01-07T17:38:43Z,0,Maka pemilik harus menjaga apa yang seharusnua di miliki walau hasil rupiah dari sepeser
@akbartinna5060,2024-01-07T17:38:39Z,2024-01-07T17:38:39Z,4,"kokkk makin kesini sy jadi terbuka bgt matanya yaaa,, yg tdinya sy respect karena ilmunya, skrg jd hmmmmm gmana yaaa, karena melihat gaya debat yg kayak...... gmn yaaaaa"
@yangmulia5885,2024-01-07T17:38:35Z,2024-01-07T17:38:35Z,2,01 kalo tanya jawab dg 02 gak nengok coooo
@justforyou211,2024-01-07T17:38:11Z,2024-01-07T17:38:11Z,5,"nahh.. gini dong mb nana.. narasumbernya mencerdaskan, bukan debat kusir penuh emosi kyk kmarin..jd lebih fokus sm debatnya. yg jlas paslon 1 jago kata nmor 3 jago seruduk.. dan no. 2 jago dihatiku😂😂❤❤❤❤"
@bintangsatwa,2024-01-07T17:38:10Z,2024-01-07T17:38:10Z,1,Pak ganjar on fire tapi pak Anies MVP
@putrinabila9939,2024-01-07T17:38:08Z,2024-01-07T17:38:08Z,2,"01 konsisten , 02 PDKT k 03 , 03 ga butuh teman"
@alfian85,2024-01-07T17:37:50Z,2024-01-07T17:37:50Z,0,"Prabowo bilang utang terlalu renda 40 % tdk ada solusinya lain di jawab. Berarti utang di anggap biasa, trus bisa di tambakan lain biar dia posisi kritis😂"
@abdusyakur9538,2024-01-07T17:37:50Z,2024-01-07T17:37:50Z,0,sudah sering lihat prabowo salah tanggap dalam menangkap pertanyaan sungguh disayangkan
@sayyidrizki4243,2024-01-07T17:37:45Z,2024-01-07T17:37:45Z,0,Penyampaian awal anis sangat mempersona
@themirrormanagement6793,2024-01-07T17:37:37Z,2024-01-07T17:37:37Z,0,"Mmg anggaranmu disetujui pak prabwo tp orng komentari kinerjamu, jgn mrasa dizolimi bilang aja klo nggk bisa jawab, jgn sok jago pertahanan, yg teoritis sbnrnya drimu ngomong ini itu krn hasil kerjamu di bawah standar"
@vallaz_san8371,2024-01-07T17:37:36Z,2024-01-07T17:37:36Z,3,Ngeri pak Anies blak blakan serang prabowo.
@luthfillahzaki902,2024-01-07T17:37:36Z,2024-01-07T17:37:36Z,37,"Gaskan, gagasan DEBAT LIVE BY NARASI, moderator by Najwa Shihab 🎉🎉🎉"
@user-rj2ed2oy4x,2024-01-07T17:37:34Z,2024-01-07T17:37:34Z,1,"Pantas yaaaa pendukung nya suka bilang kalo Anies suka omon omon ga ada kerja, ternyata buah pemikiran nya adalah dari pemimpinnya. Sorry ye, , 02 red flag!"
@LuluLili-mk4ph,2024-01-07T17:37:33Z,2024-01-07T17:37:33Z,1,Anies presiden 2024-2029
@septianmaulana958,2024-01-07T17:37:32Z,2024-01-07T17:37:32Z,1,Anis mendadak slow😂 setelah di ulti.
@docsome4869,2024-01-07T17:37:18Z,2024-01-07T17:37:18Z,0,"gua denger suara dari presiden Gen Z yg hadir di studio, gapapa sii pendapat dia. Cuma gak mewakili pendapat gua sebagai Gen Z pribadi.. wkwk.."
@andreaschandra9191,2024-01-07T17:37:09Z,2024-01-07T17:37:09Z,0,"<a href=""https://www.youtube.com/watch?v=Sbjsg3AFx00&amp;t=11821"">3:17:01</a> el 11"
@wawansetiawan4566,2024-01-07T17:37:05Z,2024-01-07T17:37:05Z,0,pas 02 Ga capres ga cawapres ny kalo ngmng kbnyakan kedip kedip ya matanya
@mahrus7922,2024-01-07T17:36:53Z,2024-01-07T17:36:53Z,2,KOK BISA YH CHANNEL SEKELAS NAJWA SHIHAB ISI KOMENTAR NYA PENUH BUZZER2 ANIS 😂 emg pinter buzzer anis ini nyampah di channel2 besar biar kliatan bnyak pndukung nya pdhal fakta di lapangan cuma dikit dan gk ada prestasi selain mnjatuhkan lawan !
@latifmuharya4080,2024-01-07T17:36:48Z,2024-01-07T18:29:06Z,1,"Izin bertanya ..<br>Bicara (standar etika) lantas siapa yg Bpk Prabowo maksud sudah jelas2 melakukan ambisi pribadi Pak ?<br><br>Dari sini kita tau isi kepala CAPRES2 kita,yg keluar lewat kualitas bacotnya !!"
@akromromu7053,2024-01-07T17:36:48Z,2024-01-07T17:36:48Z,0,Amin
@kartaji.mintarja,2024-01-07T17:36:36Z,2024-01-07T17:37:00Z,1,gak ada yg bagus banget tiga2nya b aja.
@ramlyjabejo63,2024-01-07T17:36:33Z,2024-01-07T17:36:33Z,0,01 pasti❤
@yunayui2696,2024-01-07T17:36:30Z,2024-01-07T17:36:30Z,2,Dri sini terlihat anis bener2 ga tau apa2 selain ngomong. Dia ga tau apa dn gmna situasi indonesia dn cara penyelesaian global sebenarnya. Anis hanya punya teori dn tdk prnah prakter . Mnjadikan dia hanya bisa brkata2 tanpa tau kejadian sebenarnya d lapangan sperti apa.
@mitratikke3888,2024-01-07T17:36:30Z,2024-01-07T17:36:30Z,0,"Capres dan Cawapre selalu membicarakan PAJAK,. Kurang kreatif untuk mengembangkan masyarakatnya sebagai aset yg panjang"
@dendiopian1366,2024-01-07T17:36:29Z,2024-01-07T17:36:29Z,0,"Apapun kata netizen, saya tetap dukung pa prabowo untuk di rumah saja😊 biarkan saja pa anies Yg memikul beban berat masyarakat Indônèsia😏"
@vividquatricia4902,2024-01-07T17:36:21Z,2024-01-07T17:36:21Z,128,"Debat yg seru ,Pak Ganjar mengejutkan,Pak Anies to the point.."
@fazillamaheswari,2024-01-07T17:36:21Z,2024-01-07T17:36:21Z,0,Anies muhaimin
@frengkynoviansyah7367,2024-01-07T17:36:15Z,2024-01-07T17:36:15Z,0,01
@user-we6ll7os2p,2024-01-07T17:36:14Z,2024-01-07T17:36:14Z,0,Terselimut di mudik agar saat sampai tidak terbelit dengan beragam argumentasi.
@risandiaris4859,2024-01-07T17:36:08Z,2024-01-07T17:36:08Z,0,Pak Anies mantap sekali
@ayaenindinindi9073,2024-01-07T17:36:05Z,2024-01-07T17:36:05Z,0,Ganjar lebih layak untuk RI 1.
@dediriswandi2625,2024-01-07T17:36:00Z,2024-01-07T17:36:00Z,1,Tak bahaya taa? Ruangannya gelap banget pak/bu.. 😅
@Foshindo,2024-01-07T17:35:27Z,2024-01-07T17:35:27Z,0,"Kapasitas pak Ganjar Pranowo yg pernah jadi anggota DPR-RI 10 Thn dan Gubernur Jawa Tengah 10 thn, wajarlah menguasai masalah pemerintahan dan politik NKRI, semua calon pemimpin negara didunia harus melalui proses kaderisasi partai politik. <br>Seorang politisi harus memiliki rekam jejak yg berkualitas utk mencapai karir teratas, sebelum dicalonkan oleh partai politik ybs menjadi Pemimpin Pemerintahan Negara.<br>Silahkan dicari Presiden atau Perdana Menteri dinegara mana yg bukan dari kaderisasi partai politik, kecuali negara berbentuk kerajaan dinasti. <br>Salam Pancasila dan NKRI, semoga terpilih Pemimpin yg Arif-Bijaksana..."
@idilngr1088,2024-01-07T17:35:24Z,2024-01-07T17:35:24Z,1,Wkwkwkk kasian si dia 😂
@mitratikke3888,2024-01-07T17:35:15Z,2024-01-07T17:35:15Z,0,PAJAK PAJAK PAJAK. Apakah Pajak akan Naik lagi. Oh tuhan ...
@serbaserbientertainment6131,2024-01-07T17:35:04Z,2024-01-07T17:35:04Z,15,Mantap kali pak Anies Baswedan 👍. Luar biasa 👍
@desrikarwati5393,2024-01-07T17:35:02Z,2024-01-07T17:35:02Z,100,"Orang yang suka emosian sekalipun pasti tidak suka dengan orang yang emosian dan meremehkan lawan bicaranya.<br>Gestur tubuh yang meremehkan itu sangat jelas, padahal lawan bicaranya selevel dengannya, sama-sama capres. Bagaimana dengan lawan bicaranya rakyat biasa, sungguh sangat mengkhawatirkan.<br><br>Sangat respek dg pembawaan pak Anis."
@freedomchannel631,2024-01-07T17:35:01Z,2024-01-07T17:35:01Z,0,Diakhir pemilu akan ada yg bilang curang buat yg kalah<br>Siapapun pemenangnya
@zonechandra5139,2024-01-07T17:34:55Z,2024-01-07T17:34:55Z,4,Kalo ada yg pinter ngapain pilih yg biasa aja untuk jadi pemimpin.... 😂😂😂😂
@heriyansa418,2024-01-07T17:34:42Z,2024-01-07T17:34:42Z,3,KO Prabowo
@STR512,2024-01-07T17:34:31Z,2024-01-07T17:34:31Z,5,Orang tulus dan ikhlas akan diserang oleh.......
@dput1292,2024-01-07T17:34:07Z,2024-01-07T17:34:07Z,2,"gemot bgt pak Prabowo, yg dijawab ga sesuai sm pertanyaan wkwk"
@HidupdiDesa_,2024-01-07T17:34:01Z,2024-01-07T17:34:01Z,7,"Pak ganjar mah bukan debat, bukan menanggapi tapi menambahkan, kaya yang cari aman🤭 pak anis terlihat paling masuk akal, pak prabowo mah banyak yg kurang nyambung dengan pertanyaan"
@ikbaryes4774,2024-01-07T17:33:43Z,2024-01-07T17:33:43Z,1,Statement anis selalu tendensius dan provokatif!
@revanesyarahmawati3750,2024-01-07T17:33:40Z,2024-01-07T17:33:40Z,2,"Anies pintar berbicara tapi kenyataannya jakarta ga bener, dan terlalu menyepelekan orang lain. Karena dia pintar teori"
@kczchannel2869,2024-01-07T17:33:39Z,2024-01-07T17:33:39Z,0,"Untuk presiden pilihanku sampai<br>Kapanpun tetap pribumi, demi nkri"
@nandarjulian5207,2024-01-07T17:33:39Z,2024-01-07T17:33:39Z,2,AMIN.. AMIN.. AMIN... <br>NDAK BAHAYA TA 😂🎉🎉✊️✊️💪💪💪👍👍👍
@ibengallery4504,2024-01-07T17:33:35Z,2024-01-07T17:33:35Z,0,Lain di tanya lain di jawab 🙄
@user-cl4qb1jx6g,2024-01-07T17:33:33Z,2024-01-07T17:33:33Z,0,01
@RayumaSAH,2024-01-07T17:33:22Z,2024-01-07T17:33:22Z,1,"yah namanya jg DEBAT !! ,. kalo kalem ya diskusi n musyawarah namanya ,. no 1 mengkritik ,. no 2 emosian ,. nomer 3 ngeliatin aja hehehe"
@obbysaputra,2024-01-07T17:33:11Z,2024-01-07T17:33:11Z,0,❤❤❤🎉
@mustafaimus2631,2024-01-07T17:32:51Z,2024-01-07T17:32:51Z,111,"Abah Anis memang 👍👍👍 kasian pak prabowo moga² beliau tetap sehat agar bisa  gemoy di debat selanjutnya,🤲🤲🤲"
@cmartono,2024-01-07T17:32:48Z,2024-01-07T18:28:51Z,1,"Well done mbak Najwa! Lagi2, program yang bagus dan menghadirkan &quot;manusia2 dewasa dari setiap paslon, dan tidak ada yang baperan&quot;. 👍👍👍👍👍 Kali ini capres terburuk (tidak lulus ujian) adalah prabowo - seperti biasanya, prabowo-gibran tdk nyambung, ngambang dan memaparkan hal2 yang tidak jelas, dan selalu menunda utk membuktikan data Anies / Ganjar tdk benar. Acara debat hari ini, bukan besok atau lain kali sambil ngopi2 dan buka2 data. Rakyat mau lihat dan dengar sekarang, bukan nanti, begitu juga jika terjadi hal2 kritis, presiden dan/atau wakilnya harus bisa mengambil keputusan cepat dan langsung. prabowo oleh Ganjar ditanya &quot;mengapa terjadi penurunan dan apa solusinya&quot;, prabowo jawab &quot;soal pesawat bekas&quot;, dll..... Sikap yang sama dilakukan prabowo ke Anies - gak nyambung, dan prabowo malah membalik dan berkata ke Anies dan Ganjar, &quot;data2 kalian salah&quot;, tanpa bisa membantah dengan data yg benar langsung di acara debat! 🤣🤣🤣🤣🤣"
@rosidiimron3945,2024-01-07T17:32:36Z,2024-01-07T17:32:36Z,2,Banyak juga ya disini akun fake timses Paslon 01😂😂😂
@sylviachan4609,2024-01-07T17:32:13Z,2024-01-07T17:32:13Z,0,Kok ditanya sm Pak Anies tanggapannya Prabowo .. kok Prabowo nya bgtu emosional? Jelas itu krn ga bs jawaban memilih menyerang.. apakah krn tdk bs jawab? Paling baik ttp Ganjar 03.. mendinginkan
@brutt0297,2024-01-07T17:32:02Z,2024-01-07T17:32:02Z,0,ow ow kalau emosi tambah lucu.... tp gak nyambung jawabannya....😂😂😂😂
@BushcraftSulsel,2024-01-07T17:31:47Z,2024-01-07T17:31:47Z,2,Sangking serunya debat.. ngantuk jadi hilang😂😂😂.
@isradenovita8188,2024-01-07T17:31:27Z,2024-01-07T17:31:27Z,2,"SETUJU MBA NANA KUAK SEMUA DI MATA NAJWA,SKAK SEMUA CAPRES NYA GREGET DEBAT NYA WAKTUNYA TERBATAZ"
@komentatornyasar8030,2024-01-07T17:31:26Z,2024-01-07T17:31:26Z,3,debat pilpres kali ini hanya untun memancing emosi prabowo..ganjar dan anis tau kelemahan prabowo adalah emosi..karakter itu sudah bawaan..apalagi prabowo militer..tapi kalau dengan harus memancing emosi prabowo di debat itu adalah strategi yg salah..
@muhamadnasrudin2192,2024-01-07T17:31:19Z,2024-01-07T17:31:19Z,1,Anis ngomong doang jago kinerja nyatanya 0000000
@fahmiidris8795,2024-01-07T17:31:17Z,2024-01-07T17:31:17Z,0,KELIATAN MUKA MUKA KEKUASAAN KETIKA BERBICARA !!
@dewedewe573,2024-01-07T17:31:11Z,2024-01-07T17:31:11Z,2,"Namanya debat, ya saling serang dgn data dan fakta. Jika dlm forum terbuka spt ini tdk mau dikritisi, trs emosi, jd merasa punya dendam pribadi,  ya jgn nyapres. Nyalon aja di salon ibu2 komplek... bs baper2an, klo ngambek langsung ngacir gk usah salaman, dan gk perlu pk etika buat bersikap ataupun jaga omongan."
@czigndesigncustomstore363,2024-01-07T17:30:57Z,2024-01-07T17:30:57Z,0,"Baru juga mulai udah maen serang, nyerang jg gak pakek data dan fakta 😂😂😂"
@desrikarwati5393,2024-01-07T17:30:43Z,2024-01-07T17:30:43Z,2,"Kenapa posisi capresnya dirubah y? Kemarin susunan 3 2 1, skrg 2 3 1.<br>Tapi ndk apa2 2 dijauhkan dr 1,khawatir ada apa2 nanti😃"
@irfanefendy5777,2024-01-07T17:30:35Z,2024-01-07T17:30:35Z,0,wowo pokok
@LinaPutri-lt9ws,2024-01-07T17:30:15Z,2024-01-07T17:30:15Z,0,praboow
@doniira,2024-01-07T17:30:08Z,2024-01-07T17:30:08Z,0,Dp 0% (nol persen) masih ada ga di Jakarta ?
@tadzakkurquran1026,2024-01-07T17:29:52Z,2024-01-07T17:29:52Z,282,"Pak Anis mewakili perasaan rakyat, dan TNI yg blm sejahtera ❤❤❤😊<br>Salam hormat kami untuk pendukung 2 dan 3.🤝"
@RuAri-qs5ge,2024-01-07T17:29:48Z,2024-01-07T17:29:48Z,1,Anggep enteng aj ah..Pilih presiden yg background TNI udah pernah pilih SBY. Pilih presiden  yg merakyat dan masuk gorong2 dari partai banteng udah pernah pilih JOKOWI. Sekarang pengen punya presiden yg dari akademisi pak ANIES
@mudiblayjoss2344,2024-01-07T17:29:48Z,2024-01-07T17:29:48Z,1,"Lebih suka MC nya bu najwa sihh, ini kek g asik MC nya"
@fahmiidris8795,2024-01-07T17:29:34Z,2024-01-07T17:29:34Z,6,"Pemimpin yang serius dan harus ada perubahan. No 1 aminnn🤲 . Cerdas wawasan, tegas, pintar"
@user-tj1ds5zb6c,2024-01-07T17:29:29Z,2024-01-07T17:29:29Z,34,"wah terlalu personal ya abah , tapi kerenn . jgn terlalu di senggol bah , nanti beliau ngamuk wkwkwk . abah selalu berbobot dan smart , bismillah AMIN for RI 1 👏👏👏👏👏👏"
@DekekRstafariant22,2024-01-07T17:29:09Z,2024-01-07T17:29:09Z,0,"Hilirisasi lagi dan lagi jawaban sapu jagad,gaada jawaban lain apa?"
@muhammadsamir510,2024-01-07T17:29:05Z,2024-01-07T17:29:05Z,1,Politik kebencian kepada pak anies sangat parah loh.. vidio2. Memfitnah pak anies di tiktok banyak sekali.. makanya perusakan baliho pak anies  terjadi di daerah2..  politik kebencian. Itu buzzernya pak jokowi.. orang2 sdm rendah gampang terprofokasi seperti contoh kasus rohingya.. makanya banyak orang yang benci total kepada pak anies.. padahal pak anies mah dari dulu orang baik.. coba cek cari tau. Pak anies orangnya terbuka. Contoh rumahnya terbuka.. semua tetangga ngadain acara selalu di rumah pak anies. Sampai nikahan pun di rumah pak anies.. dan buzzernya jokowi memilih politik kebencian buat membenci anies basweden. Makanya jangan heran kok banyak orang benci pak anies tanpa alasan..
@NNurzaman-x83,2024-01-07T17:28:49Z,2024-01-07T17:28:49Z,0,Rekor 5.5 juta vieu❤
@hansenhalim5312,2024-01-07T17:28:47Z,2024-01-07T17:28:47Z,0,Score SDM <br>Anies 9 cak imin 5 14<br>Ganjar 8 mahfud 7 15<br>Prabowo 8 gibran 5 13
@satriaana3332,2024-01-07T17:28:44Z,2024-01-07T17:28:44Z,2,All in prabowo bossss ❤❤❤❤
